season,player,type,terms,contract_yrs,yr_1_salary,Source
2018,Rodney Hood,RFA,,1,3472887,spotrac
2018,Rodney Purvis,UFA,camp invite,0,0,
2018,Rudy Gay,UFA,,1,10087200,spotrac
2018,Ryan Arcidiacono,UFA,,1,1349383,spotrac
2018,Salah Mejri,UFA,,1,1567007,spotrac
2018,Scotty Hopson,UFA,camp invite,0,0,
2018,Sean Kilpatrick,UFA,,0,0,
2018,Shabazz Muhammad,UFA,"camp invite, https://nba.nbcsports.com/2018/08/14/reports-shabazz-muhammad-to-come-to-bucks-training-camp-compete-for-final-roster-spot/",0,0,
2018,Shabazz Napier,UFA,,2,1942422,spotrac
2018,Shane Larkin,UFA,signed w/anadolu efes,0,0,
2018,Shaquille Harrison,UFA,,0,0,
2018,Shelvin Mack,UFA,,1,2029463,spotrac
2018,Tarik Black,UFA,signed w/maccabi tel aviv,0,0,
2018,Tim Frazier,UFA,camp invite,0,0,
2018,Tim Quarterman,UFA,,0,0,
2018,Tony Allen,UFA,,0,0,
2018,Tony Parker,UFA,,2,5000000,spotrac
2018,Torrey Craig,RFA,,2,2000000,spotrac
2018,Travis Wear,UFA,two-way,0,0,
2018,Treveon Graham,UFA,,2,1512601,spotrac
2018,Trevor Ariza,UFA,,1,15000000,spotrac
2018,Trevor Booker,UFA,,0,0,
2018,Trey McKinney-Jones,UFA,signed w/chiba jets funabashi,0,0,
2018,Troy Williams,UFA,,1,1512601,spotrac
2018,Tyler Cavanaugh,UFA,two-way,0,0,
2018,Tyler Ennis,UFA,signed w/fenerbahce,0,0,
2018,Tyler Ulis,UFA,camp invite,0,0,
2018,Tyler Zeller,UFA,,0,0,
2018,Tyreke Evans,UFA,,1,12300000,spotrac
2018,Tyrone Wallace,RFA,,2,1349383,spotrac
2018,Udonis Haslem,UFA,,1,2393887,spotrac
2018,Vander Blue,UFA,signed w/torino,0,0,
2018,Vince Carter,UFA,,1,2393887,spotrac
2018,Vince Hunter,UFA,signed w/aek athens,0,0,
2018,Walt Lemon Jr.,UFA,two-way,0,0,
2018,Wayne Ellington,UFA,,1,6270000,spotrac
2018,Will Barton,UFA,,4,11830358,spotrac
2018,Willie Reed,UFA,,0,0,
2018,Xavier Munford,UFA,,0,0,
2018,Xavier Rathan-Mayes,UFA,signed w/aek athens,0,0,
2018,Xavier Silas,UFA,camp invite,0,0,
2018,Yogi Ferrell,UFA,,2,3000000,spotrac
2018,Zach LaVine,RFA,,4,19500000,spotrac
2018,Zaza Pachulia,UFA,,1,2393887,spotrac
2019,Al Horford,UFA,,4,28000000,spotrac
2019,Al-Farouq Aminu,UFA,,3,9258000,spotrac
2019,Alan Williams,UFA,"signed w/shaanxi xinda, then lokomotiv kuban",0,0,
2019,Alec Burks,UFA,,1,2320044,spotrac
2019,Álex Abrines,UFA,signed w/fc barcelona,0,0,
2019,Alex Caruso,RFA,,2,2750000,spotrac
2019,Alex Poythress,UFA,,0,0,
2019,Amile Jefferson,UFA,two-way,0,0,
2019,Amir Johnson,UFA,,0,0,
2019,Andre Ingram,UFA,,0,0,
2019,Andrew Bogut,UFA,signed w/sydney kings,0,0,
2019,Andrew Harrison,UFA,"camp invite, https://twitter.com/wojespn/status/1166434259722223618",0,0,
2019,Ángel Delgado,UFA,signed w/beijing royal fighters,0,0,
2019,Anthony Tolliver,UFA,,1,2564753,spotrac
2019,Antonio Blakeney,UFA,,0,0,
2019,Austin Rivers,UFA,,2,2174318,spotrac
2019,Avery Bradley,UFA,,2,4767000,spotrac
2019,B.J. Johnson,UFA,exhibit 10,0,0,
2019,Ben McLemore,UFA,,2,2028594,spotrac
2019,Billy Garrett,UFA,signed w/elan chalon,0,0,
2019,Boban Marjanović,UFA,,2,3500000,spotrac
2019,Bobby Portis,UFA,,2,15000000,spotrac
2019,Bojan Bogdanović,UFA,,4,17000000,spotrac
2019,Bonzie Colson,UFA,signed w/darussafaka,0,0,
2019,Brad Wanamaker,UFA,,1,1445697,spotrac
2019,Brandon Goodwin,UFA,two-way,0,0,
2019,Brandon Sampson,UFA,,0,0,
2019,Brook Lopez,UFA,,4,12093024,spotrac
2019,C.J. Williams,UFA,"camp invite, https://www.netsdaily.com/2019/9/25/20883666/is-lance-thomas-a-serious-candidate-for-nets-roster-spot",0,0,
2019,Cameron Payne,UFA,,2,1737145,premium spotrac
2019,Cameron Reynolds,UFA,two-way,0,0,
2019,Carmelo Anthony,UFA,,0,0,
2019,Chasson Randle,UFA,signed w/tianjin,0,0,
2019,Cheick Diallo,UFA,,2,1678854,spotrac
2019,Chris Chiozza,UFA,standard converted to two-way,1,1445697,spotrac
2019,Corey Brewer,UFA,,0,0,
2019,Cory Joseph,UFA,,3,12000000,spotrac
2019,D.J. Stephens,UFA,"signed w/manama club, then le mans",0,0,
2019,D'Angelo Russell,RFA,,4,27285000,spotrac
2019,Dairis Bertāns,UFA,signed w/khimki,0,0,
2019,Damion Lee,RFA,two-way,0,0,
2019,Daniel Hamilton,UFA,exhibit 10,0,0,
2019,Daniel Theis,UFA,,2,5000000,spotrac
2019,Danny Green,UFA,,2,14634146,spotrac
2019,Dante Cunningham,UFA,,0,0,
2019,Danuel House Jr.,RFA,,3,3540000,spotrac
2019,Darius Miller,UFA,,2,7250000,spotrac
2019,Daryl Macon,UFA,"exhibit 10, converted to two-way",0,0,
2019,David Nwaba,UFA,,2,1678854,spotrac
2019,Davon Reed,UFA,exhibit 10,0,0,
2019,DeAndre Jordan,UFA,,4,9881598,spotrac
2019,Delon Wright,RFA,,3,9473684,spotrac
2019,DeMarcus Cousins,UFA,,1,3500000,spotrac
2019,DeMarre Carroll,UFA,,3,6842307,spotrac
2019,Demetrius Jackson,UFA,exhibit 10,0,0,
2019,Deng Adel,UFA,exhibit 10,0,0,
2019,Derrick Rose,UFA,,2,7317073,spotrac
2019,DeVaughn Akoon-Purcell,UFA,"camp invite, https://www.oklahoman.com/story/sports/nba/thunder/2019/10/17/thunder-waives-four-training-camp-invitees/60427967007/",0,0,
2019,Devin Harris,UFA,,0,0,
2019,Devin Robinson,UFA,"exhibit 10, https://twitter.com/jlew1050/status/1153683280446836736",0,0,
2019,Dewayne Dedmon,UFA,,3,13333334,spotrac
2019,Deyonta Davis,UFA,,0,0,
2019,Donatas Motiejūnas,UFA,signed w/shanghai,0,0,
2019,Donte Grantham,UFA,exhibit 10,0,0,
2019,Dorian Finney-Smith,RFA,,3,4000000,spotrac
2019,Dragan Bender,UFA,,2,1678854,spotrac
2019,Dusty Hannahs,UFA,exhibit 10,0,0,
2019,Dwight Howard,UFA,,1,2564753,spotrac
2019,Ed Davis,UFA,,2,4767000,spotrac
2019,Edmond Sumner,RFA,,3,2000000,spotrac
2019,Ekpe Udoh,UFA,signed w/beijing ducks,0,0,
2019,Elfrid Payton,UFA,,2,8000000,spotrac
2019,Emanuel Terry,UFA,signed w/teksut bandirma,0,0,
2019,Emmanuel Mudiay,UFA,,1,1737145,spotrac
2019,Enes Freedom,UFA,,2,4767000,spotrac
2019,Eric Moreland,UFA,"camp invite, https://twitter.com/wojespn/status/1167548248179040256",0,0,
2019,Frank Kaminsky,UFA,,2,4767000,spotrac
2019,Frank Mason III,UFA,two-way,0,0,
2019,Furkan Korkmaz,UFA,,2,1620564,spotrac
2019,Garrett Temple,UFA,,2,4767000,spotrac
2019,Gary Payton II,UFA,,0,0,
2019,George Hill,UFA,,3,9133907,spotrac
2019,George King,UFA,signed w/aquila basket trento,0,0,
2019,Gerald Green,UFA,,1,2564753,spotrac
2019,Glenn Robinson III,UFA,,1,1882867,spotrac
2019,Greg Monroe,UFA,signed w/bayern,0,0,
2019,Guerschon Yabusele,UFA,signed w/nanjing,0,0,
2019,Harrison Barnes,UFA,,4,24147727,spotrac
2019,Haywood Highsmith,UFA,exhibit 10,0,0,
2019,Henry Ellenson,UFA,two-way,0,0,
2019,Ian Clark,UFA,signed w/xinjiang,0,0,
2019,Ike Anigbogu,UFA,,0,0,
2019,Iman Shumpert,UFA,,0,0,
2019,Isaac Humphries,UFA,exhibit 10,0,0,
2019,Isaiah Briscoe,UFA,,0,0,
2019,Isaiah Canaan,UFA,signed w/shandong,0,0,
2019,Isaiah Hicks,UFA,signed w/bc avtodor,0,0,
2019,Isaiah Thomas,UFA,,1,2320044,spotrac
2019,Ish Smith,UFA,,2,6000000,spotrac
2019,Ivan Rabb,UFA,,0,0,
2019,Ivica Zubac,RFA,,4,6481482,spotrac
2019,J.J. Barea,UFA,,1,2564753,spotrac
2019,J.J. Redick,UFA,,2,13486300,spotrac
2019,J.P. Macura,UFA,exhibit 10,0,0,
2019,J.R. Smith,UFA,,0,0,
2019,Jabari Parker,UFA,,2,6500000,spotrac
2019,JaKarr Sampson,UFA,,1,1737145,spotrac
2019,Jake Layman,RFA,,3,3581986,spotrac
2019,Jalen Jones,UFA,exhibit 10,0,0,
2019,Jamal Crawford,UFA,,0,0,
2019,James Ennis III,UFA,,2,1882867,spotrac
2019,James Nunnally,UFA,"signed w/olimpia milano, then shanghai sharks",0,0,
2019,JaMychal Green,UFA,,2,4767000,spotrac
2019,Jared Dudley,UFA,,1,2564753,spotrac
2019,Jared Terrell,UFA,signed w/hapoel eilat,0,0,
2019,Jarell Martin,UFA,"camp invite, https://www.cleveland.com/cavs/2019/08/cleveland-cavaliers-sign-jarell-martin-to-one-year-contract.html",0,0,
2019,Jaron Blossomgame,UFA,exhibit 10,0,0,
2019,Jason Smith,UFA,,0,0,
2019,JaVale McGee,UFA,,2,4000000,spotrac
2019,Jawun Evans,UFA,,0,0,
2019,Jaylen Adams,UFA,exhibit 10,0,0,
2019,Jaylen Morris,UFA,signed w/thessaloniki,0,0,
2019,Jeff Green,UFA,,1,2564753,spotrac
2019,Jemerrio Jones,UFA,exhibit 10,0,0,
2019,Jeremy Lamb,UFA,,3,10500000,spotrac
2019,Jeremy Lin,UFA,signed w/beijing ducks,0,0,
2019,Jerian Grant,UFA,,0,0,
2019,Jerryd Bayless,UFA,,0,0,
2019,Jimmer Fredette,UFA,signed w/panathinaikos,0,0,
2019,Jimmy Butler,UFA,,4,32742000,spotrac
2019,Joakim Noah,UFA,,0,0,
2019,Jodie Meeks,UFA,,0,0,
2019,Joe Chealey,UFA,exhibit 10,0,0,
2019,John Holland,UFA,,0,0,
2019,John Jenkins,UFA,,0,0,
2019,Johnathan Motley,UFA,two-way,0,0,
2019,Johnathan Williams,UFA,signed w/maccabi rishon lezion,0,0,
2019,Jon Leuer,UFA,,0,0,
2019,Jonas Jerebko,UFA,signed w/khimki,0,0,
2019,Jonas Valančiūnas,UFA,,3,16000000,spotrac
2019,Jonathon Simmons,UFA,,0,0,
2019,Jordan Bell,UFA,,1,1620564,spotrac
2019,Jordan Loyd,UFA,signed w/valencia basket,0,0,
2019,Jordan Sibert,UFA,"exhibit 10, https://www.ajc.com/sports/basketball/hawks-sign-jordan-sibert-exhibit-deal/pXJBfGhqinshSn56fpplON/",0,0,
2019,José Calderón,UFA,,0,0,
2019,Julian Washburn,UFA,exhibit 10,0,0,
2019,Julius Randle,UFA,,3,18000000,spotrac
2019,Justin Anderson,UFA,"camp invite, https://www.bulletsforever.com/2019/9/18/20872466/washington-wizards-training-camp-announcement-justin-anderson-signing",0,0,
2019,Justin Holiday,UFA,,1,4767000,spotrac
2019,Justin Patton,UFA,,3,1620564,spotrac
2019,Kalin Lucas,UFA,,0,0,
2019,Kawhi Leonard,UFA,,3,32742000,spotrac
2019,Kelly Oubre Jr.,RFA,,2,15625000,spotrac
2019,Kemba Walker,UFA,,4,32742000,spotrac
2019,Kenneth Faried,UFA,,0,0,
2019,Kentavious Caldwell-Pope,UFA,,2,8089282,spotrac
2019,Kevin Durant,UFA,,4,37199000,spotrac
2019,Kevon Looney,UFA,,3,4464286,spotrac
2019,Khem Birch,RFA,,2,3000000,spotrac
2019,Khris Middleton,UFA,,5,30603448,spotrac
2019,Klay Thompson,UFA,,5,32742000,spotrac
2019,Kobi Simmons,UFA,"exhibit 10, converted to two-way",0,0,
2019,Kosta Koufos,UFA,signed w/cska moscow,0,0,
2019,Kyle Korver,UFA,,1,2564753,spotrac
2019,Kyle O'Quinn,UFA,,1,2028594,spotrac
2019,Kyrie Irving,UFA,,4,31742000,spotrac
2019,Lance Stephenson,UFA,signed w/liaoning,0,0,
2019,Lance Thomas,UFA,"camp invite, https://www.netsdaily.com/2019/9/28/20888633/media-day-some-roster-spots-still-unsettled-as-training-camp-opens",0,0,
2019,Lorenzo Brown,UFA,signed w/crvena zvezda,0,0,
2019,Luc Mbah a Moute,UFA,,0,0,
2019,Luke Kornet,UFA,,2,2250000,spotrac
2019,Malachi Richardson,UFA,signed w/hapoel holon,0,0,
2019,Malcolm Brogdon,RFA,,4,20000000,spotrac
2019,Marcin Gortat,UFA,,0,0,
2019,Marcus Derrickson,UFA,exhibit 10,0,0,
2019,Marcus Morris,UFA,,1,15000000,spotrac
2019,Mario Hezonja,UFA,,2,1737145,spotrac
2019,Markieff Morris,UFA,,2,3200000,spotrac
2019,Marquese Chriss,UFA,,1,1678854,spotrac
2019,MarShon Brooks,UFA,signed w/guangdong,0,0,
2019,Maxi Kleber,RFA,,4,7900000,spotrac
2019,Michael Beasley,UFA,signed w/guangdong,0,0,
2019,Michael Carter-Williams,UFA,,1,2028594,spotrac
2019,Mike Muscala,UFA,,2,2028594,spotrac
2019,Mike Scott,UFA,,2,4767000,spotrac
2019,Miles Plumlee,UFA,,0,0,
2019,Miloš Teodosić,UFA,signed w/virtus bologna,0,0,
2019,Mitch Creek,UFA,signed w/south east melbourne phoenix,0,0,
2019,Naz Mitrou-Long,UFA,two-way,0,0,
2019,Nenê,UFA,,2,2564753,spotrac
2019,Nerlens Noel,UFA,,1,2028594,spotrac
2019,Nick Young,UFA,,0,0,
2019,Nik Stauskas,UFA,signed w/baskonia,0,0,
2019,Nikola Mirotić,UFA,signed w/fc barcelona,0,0,
2019,Nikola Vučević,UFA,,4,28000000,spotrac
2019,Noah Vonleh,UFA,,1,2000000,spotrac
2019,Okaro White,UFA,,0,0,
2019,Omri Casspi,UFA,signed w/maccabi tel aviv,0,0,
2019,Patrick Beverley,UFA,,3,12345680,spotrac
2019,Patrick McCaw,RFA,,2,4000000,spotrac
2019,Patrick Patterson,UFA,,1,2331593,spotrac
2019,Pau Gasol,UFA,,1,2564753,spotrac
2019,PJ Dozier,UFA,standard converted to two-way,1,1620564,spotrac
2019,Quincy Acy,UFA,"signed w/shenzhen, then maccabi tel aviv",0,0,
2019,Quincy Pondexter,UFA,,0,0,
2019,Quinn Cook,UFA,,2,3000000,spotrac
2019,R.J. Hunter,UFA,signed w/turk telekom,0,0,
2019,Rajon Rondo,UFA,,2,2564753,spotrac
2019,Raul Neto,UFA,,1,1737145,spotrac
2019,Rawle Alkins,UFA,,0,0,
2019,Ray Spalding,UFA,exhibit 10,0,0,
2019,Raymond Felton,UFA,,0,0,
2019,Reggie Bullock,UFA,,2,4000000,spotrac
2019,Richaun Holmes,UFA,,2,4767000,spotrac
2019,Ricky Rubio,UFA,,3,16200000,spotrac
2019,Robin Lopez,UFA,,2,4767000,spotrac
2019,Rodney Hood,UFA,,2,5718000,spotrac
2019,Rodney McGruder,RFA,,3,4807693,spotrac
2019,Ron Baker,UFA,signed w/cska moscow,0,0,
2019,Rondae Hollis-Jefferson,UFA,,1,2500000,spotrac
2019,Rudy Gay,UFA,,2,14000000,spotrac
2019,Ryan Anderson,UFA,,1,2564753,spotrac
2019,Ryan Arcidiacono,RFA,,3,3000000,spotrac
2019,Salah Mejri,UFA,signed w/real madrid,0,0,
2019,Sam Dekker,UFA,signed w/lokomotiv kuban,0,0,
2019,Scott Machado,UFA,signed w/cairns taipans,0,0,
2019,Seth Curry,UFA,,4,7461380,spotrac
2019,Shaquille Harrison,UFA,,1,1620564,bball-insiders
2019,Shelvin Mack,UFA,signed w/olimpia milano,0,0,
2019,Sindarius Thornwell,UFA,"camp invite, https://www.cleveland.com/cavs/2019/08/cleveland-cavaliers-agree-to-one-year-deal-with-sindarius-thornwell.html",0,0,
2019,Stanley Johnson,UFA,,2,3623000,spotrac
2019,T.J. McConnell,UFA,,2,3500000,spotrac
2019,Tahjere McCall,UFA,exhibit 10,0,0,
2019,Taj Gibson,UFA,,2,9000000,spotrac
2019,Terrence Jones,UFA,signed w/tnt katropa,0,0,
2019,Terrence Ross,UFA,,4,12500000,spotrac
2019,Terry Rozier,RFA,,3,19894737,spotrac
2019,Thabo Sefolosha,UFA,,1,2564753,spotrac
2019,Thaddeus Young,UFA,,3,12900000,spotrac
2019,Theo Pinson,UFA,,2,1445697,spotrac
2019,Thomas Bryant,RFA,,3,8000000,spotrac
2019,Thomas Welsh,UFA,"camp invite, https://www.nba.com/hornets/press-releases/charlotte-hornets-waive-thomas-welsh",0,0,
2019,Tim Frazier,UFA,,1,1882867,spotrac
2019,Timothé Luwawu-Cabarrot,UFA,"camp invite, https://www.cleveland.com/cavs/2019/09/cleveland-cavaliers-agree-to-training-camp-deal-with-former-first-round-pick-timothe-luwawu-cabarrot.html",0,0,
2019,Tobias Harris,UFA,,5,32742000,spotrac
2019,Tomáš Satoranský,RFA,,3,10000000,spotrac
2019,Trevon Duval,UFA,,0,0,
2019,Trevor Ariza,UFA,,2,12200000,spotrac
2019,Trey Burke,UFA,,1,2028594,spotrac
2019,Trey Lyles,UFA,,2,5500000,spotrac
2019,Troy Caupain,UFA,exhibit 10,0,0,
2019,Troy Daniels,UFA,,1,2028594,spotrac
2019,Troy Williams,UFA,exhibit 10,0,0,
2019,Tyler Cavanaugh,UFA,signed w/alba berlin,0,0,
2019,Tyler Davis,UFA,,0,0,
2019,Tyler Dorsey,UFA,signed w/maccabi tel aviv,0,0,
2019,Tyler Lydon,UFA,,2,1620564,premium spotrac
2019,Tyler Ulis,UFA,,1,1620564,premium spotrac
2019,Tyler Zeller,UFA,"camp invite, https://twitter.com/chrisadempsey/status/1174763358370709504",0,0,
2019,Tyreke Evans,UFA,,0,0,
2019,Tyrone Wallace,UFA,,0,0,
2019,Tyson Chandler,UFA,,1,2564753,spotrac
2019,Tyus Jones,RFA,,3,8400000,spotrac
2019,Udonis Haslem,UFA,,1,2564753,spotrac
2019,Vince Carter,UFA,,1,2564753,spotrac
2019,Vince Edwards,UFA,two-way,0,0,
2019,Wade Baldwin,UFA,signed w/olympiacos,0,0,
2019,Walt Lemon Jr.,UFA,"camp invite, https://www.slamonline.com/nba/pacers-bring-back-walt-lemon-jr/",0,0,
2019,Wayne Ellington,UFA,,2,8000000,spotrac
2019,Wayne Selden,UFA,,0,0,
2019,Wesley Johnson,UFA,signed w/panathinaikos,0,0,
2019,Wesley Matthews,UFA,,2,2564753,spotrac
2019,Willie Cauley-Stein,UFA,,2,2177483,spotrac
2019,Wilson Chandler,UFA,,1,2564753,spotrac
2019,Yante Maten,UFA,"exhibit 10, https://twitter.com/AdamHimmelsbach/status/1174091622742745088",0,0,
2019,Zach Lofton,UFA,,0,0,
2019,Zhou Qi,UFA,,0,0,
2020,Adam Mokoka,RFA,two-way,0,0,
2020,Admiral Schofield,UFA,,0,0,
2020,Alec Burks,UFA,,1,6000000,spotrac
2020,Alex Len,UFA,,1,2258000,spotrac
2020,Alize Johnson,UFA,"exhibit 10, https://theathletic.com/2226068/2020/11/28/raptors-scouting-yuta-watanabe-alize-johnson-henry-ellenson/",0,0,
2020,Allen Crabbe,UFA,,0,0,
2020,Allonzo Trier,UFA,,0,0,
2020,Amile Jefferson,UFA,exhibit 10,0,0,
2020,Andre Roberson,UFA,,0,0,
2020,Ante Žižić,UFA,signed w/real madrid,0,0,
2020,Anthony Davis,UFA,,5,32742000,spotrac
2020,Anthony Tolliver,UFA,,0,0,
2020,Antonius Cleveland,UFA,"camp invite, https://www.hoopsrumors.com/2020/12/thunder-sign-antonius-cleveland.html",0,0,
2020,Aron Baynes,UFA,,2,7000000,spotrac
2020,Austin Rivers,UFA,,3,3500000,spotrac
2020,Avery Bradley,UFA,,2,5635000,spotrac
2020,B.J. Johnson,UFA,exhibit 10,0,0,
2020,Bismack Biyombo,UFA,,1,3500000,spotrac
2020,Bobby Portis,UFA,,2,3623000,spotrac
2020,Bogdan Bogdanović,RFA,,4,18000000,spotrac
2020,Brad Wanamaker,UFA,,1,2250000,spotrac
2020,Brandon Ingram,RFA,,5,27285000,spotrac
2020,Brandon Knight,UFA,,0,0,
2020,Brian Bowen,UFA,two-way,0,0,
2020,Bruno Caboclo,UFA,,2,2028594,spotrac
2020,Bryn Forbes,UFA,,2,2337145,spotrac
2020,C.J. Miles,UFA,,0,0,
2020,Caleb Swanigan,UFA,,0,0,
2020,Carmelo Anthony,UFA,,1,2564753,spotrac
2020,Chandler Parsons,UFA,,0,0,
2020,Charlie Brown Jr.,UFA,camp invite,0,0,
2020,Chasson Randle,UFA,"camp invite, https://okcthunderwire.usatoday.com/2020/12/02/thunder-agree-to-terms-with-reserve-point-guard-chasson-randle/",0,0,
2020,Cheick Diallo,UFA,,0,0,
2020,Chimezie Metu,UFA,"camp invite, https://www.nbcsports.com/bayarea/kings/source-chimezie-metu-kings-agree-one-year-training-camp-contract",0,0,
2020,Chris Boucher,RFA,,2,6500000,spotrac
2020,Chris Chiozza,RFA,camp invite,0,0,
2020,Christian Wood,UFA,,3,13015874,spotrac
2020,Corey Brewer,UFA,,0,0,
2020,Courtney Lee,UFA,"camp invite, https://www.mavsmoneyball.com/2020/12/19/22190731/dallas-mavericks-waive-courtney-lee-roster-set-for-regular-season-nba",0,0,
2020,D.J. Augustin,UFA,,3,6666667,spotrac
2020,Damian Jones,UFA,,2,1737145,premium spotrac
2020,Damyean Dotson,UFA,,2,2000000,spotrac
2020,Danilo Gallinari,UFA,,3,19500000,spotrac
2020,DaQuan Jeffries,RFA,,2,1445697,spotrac
2020,Dario Šarić,RFA,,3,9250000,spotrac
2020,Daryl Macon,UFA,signed w/galatasaray,0,0,
2020,Dāvis Bertāns,UFA,,5,15000000,spotrac
2020,De'Anthony Melton,RFA,,4,9571712,spotrac
2020,DeAndre' Bembry,UFA,,2,1737145,spotrac
2020,DeMarre Carroll,UFA,,0,0,
2020,Denzel Valentine,RFA,,1,4642800,spotrac
2020,Deonte Burton,UFA,,0,0,
2020,Derrick Favors,UFA,,3,9258000,spotrac
2020,Derrick Jones Jr.,UFA,,2,9258000,spotrac
2020,Derrick Walton,UFA,"camp invite, https://twitter.com/keithsmithnba/status/1333422916264976388",0,0,
2020,Devon Hall,UFA,two-way,0,0,
2020,Dewan Hernandez,UFA,exhibit 10,0,0,
2020,Dewayne Dedmon,UFA,,0,0,
2020,Dion Waiters,UFA,,0,0,
2020,Donta Hall,UFA,,0,0,
2020,Dragan Bender,UFA,signed w/maccabi tel aviv,0,0,
2020,Drew Eubanks,RFA,,3,1620564,spotrac
2020,Dusty Hannahs,UFA,signed w/kolossos rodou,0,0,
2020,Dwayne Bacon,UFA,,2,1678854,spotrac
2020,Dwight Howard,UFA,,1,2564753,spotrac
2020,Džanan Musa,UFA,,0,0,
2020,E'Twaun Moore,UFA,,1,2331593,spotrac
2020,Elfrid Payton,UFA,,1,4767000,spotrac
2020,Elie Okobo,UFA,exhibit 10,0,0,
2020,Emmanuel Mudiay,UFA,,0,0,
2020,Eric Mika,UFA,signed w/partizan,0,0,
2020,Ersan İlyasova,UFA,,0,0,
2020,Frank Jackson,UFA,,2,1678854,premium spotrac
2020,Frank Kaminsky,UFA,camp invite,0,0,
2020,Frank Mason III,UFA,"exhibit 10, https://thelibertyline.com/2020/12/18/76ers-sign-frank-mason-to-an-exhibit-10-contract/",0,0,
2020,Fred VanVleet,UFA,,4,21250000,spotrac
2020,Gabe Vincent,RFA,two-way,0,0,
2020,Garrett Temple,UFA,,1,4767000,spotrac
2020,Garrison Mathews,RFA,two-way,0,0,
2020,Gary Clark,RFA,,2,2000000,spotrac
2020,Gary Payton II,UFA,,0,0,
2020,Glenn Robinson III,UFA,,1,2028594,spotrac
2020,Goran Dragić,UFA,,2,18000000,spotrac
2020,Gordon Hayward,UFA,,4,28500000,spotrac
2020,Harry Giles,UFA,,1,1678854,spotrac
2020,Hassan Whiteside,UFA,,1,2320044,spotrac
2020,Henry Ellenson,UFA,"camp invite, https://www.cbssports.com/fantasy/basketball/news/raptors-henry-ellenson-joining-raptors-for-camp/",0,0,
2020,Ian Mahinmi,UFA,,0,0,
2020,Iman Shumpert,UFA,,0,0,
2020,Isaiah Hartenstein,UFA,,2,1620564,spotrac
2020,Isaiah Thomas,UFA,,0,0,
2020,J.J. Barea,UFA,,1,2564753,spotrac
2020,J.P. Macura,UFA,signed w/afyon belediye,0,0,
2020,J.R. Smith,UFA,,0,0,
2020,Jacob Evans,UFA,,0,0,
2020,Jae Crowder,UFA,,3,9258000,spotrac
2020,Jahlil Okafor,UFA,,2,1882867,spotrac
2020,JaKarr Sampson,UFA,,1,1882867,spotrac
2020,Jakob Poeltl,RFA,,3,8101852,spotrac
2020,Jamal Crawford,UFA,,0,0,
2020,James Ennis III,UFA,,1,3300000,spotrac
2020,JaMychal Green,UFA,,2,7199760,spotrac
2020,Jared Dudley,UFA,,1,2564753,spotrac
2020,Jared Harper,RFA,two-way,0,0,
2020,Jarrell Brantley,RFA,two-way,0,0,
2020,Jarrod Uthoff,UFA,camp invite,0,0,
2020,Jaylen Hoard,UFA,"exhibit 10, https://www.hoopsrumors.com/2020/12/thunder-sign-waive-jaylen-hoard.html",0,0,
2020,Jeff Green,UFA,,1,2564753,spotrac
2020,Jeff Teague,UFA,,1,2564753,spotrac
2020,Jerami Grant,UFA,,3,19050000,spotrac
2020,Jeremy Pargo,UFA,signed w/hapoel jerusalem,0,0,
2020,Jerian Grant,UFA,"camp invite, https://www.thedreamshake.com/tdsplayerpreviews/2020/12/7/22158691/nba-houston-rockets-2021-player-previews-jerian-grant",0,0,
2020,Jevon Carter,RFA,,3,3925000,spotrac
2020,Joakim Noah,UFA,,0,0,
2020,Joe Chealey,UFA,,0,0,
2020,Joe Harris,UFA,,4,16071429,spotrac
2020,John Henson,UFA,,0,0,
2020,John Konchar,RFA,,4,2100000,spotrac
2020,Johnathan Motley,UFA,exhibit 10,0,0,
2020,Johnathan Williams,UFA,signed w/galatasaray,0,0,
2020,Jonah Bolden,UFA,,0,0,
2020,Jordan Bell,UFA,camp invite,0,0,
2020,Jordan Bone,UFA,two-way,0,0,
2020,Jordan Clarkson,UFA,,4,11500000,spotrac
2020,Jordan McLaughlin,RFA,two-way,0,0,
2020,Jordan McRae,UFA,,0,0,
2020,Josh Gray,UFA,,3,1620564,spotrac
2020,Josh Jackson,UFA,,2,4767000,spotrac
2020,Josh Magette,UFA,signed w/darussafaka,0,0,
2020,Josh Reaves,UFA,exhibit 10,0,0,
2020,Juan Toscano-Anderson,UFA,,0,0,
2020,Juancho Hernangómez,RFA,,3,5718000,spotrac
2020,Justin Anderson,UFA,,2,1882867,premium spotrac
2020,Justin Holiday,UFA,,3,5720400,spotrac
2020,Justin Patton,UFA,camp invite,0,0,
2020,Justin Robinson,UFA,"exhibit 10, https://sixerswire.usatoday.com/2020/12/07/sixers-to-waive-justin-robinson-lamine-diane-to-make-room-on-roster/",0,0,
2020,Justin Wright-Foreman,UFA,"exhibit 10, https://www.hoopsrumors.com/2020/12/pelicans-waive-four-players.html",0,0,
2020,Kadeem Allen,UFA,signed w/jl bourg,0,0,
2020,Keita Bates-Diop,UFA,two-way,0,0,
2020,Kelan Martin,UFA,,2,1445697,spotrac
2020,Kenrich Williams,UFA,,3,2000000,spotrac
2020,Kent Bazemore,UFA,,1,2320044,spotrac
2020,Kentavious Caldwell-Pope,UFA,,3,12073020,spotrac
2020,Kevin Hervey,UFA,signed w/lokomotiv kuban,0,0,
2020,Khyri Thomas,UFA,camp invite,0,0,
