season,player,type,terms,contract_yrs,yr_1_salary,Source
2020,Kostas Antetokounmpo,UFA,two-way,0,0,
2020,Kris Dunn,UFA,,2,4767000,spotrac
2020,Ky Bowman,UFA,exhibit 10,0,0,
2020,Kyle Alexander,UFA,signed w/fuenlabrada,0,0,
2020,Kyle Korver,UFA,,0,0,
2020,Kyle O'Quinn,UFA,,0,0,
2020,Lance Thomas,UFA,,0,0,
2020,Langston Galloway,UFA,,1,2028594,spotrac
2020,Louis King,UFA,two-way,0,0,
2020,Luc Mbah a Moute,UFA,,0,0,
2020,Malcolm Miller,UFA,camp invite,0,0,
2020,Malik Beasley,RFA,,4,13325895,spotrac
2020,Malik Newman,UFA,signed w/bursaspor,0,0,
2020,Marc Gasol,UFA,,2,2564753,spotrac
2020,Marco Belinelli,UFA,signed w/virtus bologna,0,0,
2020,Marcus Morris,UFA,,4,14883721,spotrac
2020,Marial Shayok,UFA,,0,0,
2020,Mario Hezonja,UFA,,0,0,
2020,Markieff Morris,UFA,,1,2331593,spotrac
2020,Marko Guduric,UFA,signed w/fenerbahce,0,0,
2020,Marques Bolden,UFA,"camp invite, converted to two-way",0,0,
2020,Mason Plumlee,UFA,,3,8000000,spotrac
2020,Matt Mooney,UFA,,0,0,
2020,Matthew Dellavedova,UFA,,1,2174318,spotrac
2020,Maurice Harkless,UFA,,1,3623000,spotrac
2020,Max Strus,UFA,"exhibit 10, converted to two-way",0,0,
2020,Melvin Frazier,UFA,camp invite,0,0,
2020,Meyers Leonard,UFA,,2,9400000,spotrac
2020,Michael Carter-Williams,UFA,,2,3300000,spotrac
2020,Michael Frazier,UFA,,0,0,
2020,Michael Kidd-Gilchrist,UFA,camp invite,0,0,
2020,Montrezl Harrell,UFA,,2,9258000,spotrac
2020,Moses Brown,UFA,two-way,0,0,
2020,Naz Mitrou-Long,UFA,exhibit 10,0,0,
2020,Nerlens Noel,UFA,,1,5000000,spotrac
2020,Nicolas Batum,UFA,,1,2564753,spotrac
2020,Nigel Williams-Goss,UFA,,0,0,
2020,Noah Vonleh,UFA,"camp invite, https://pippenainteasy.com/2020/11/30/chicago-bulls-details-noah-vonlehs-contract-released/",0,0,
2020,Norvel Pelle,UFA,camp invite,0,0,
2020,Oshae Brissett,RFA,,2,1445697,premium spotrac
2020,Pat Connaughton,UFA,,3,4938273,spotrac
2020,Patrick Patterson,UFA,,1,3077704,spotrac
2020,Paul Millsap,UFA,,1,10000000,spotrac
2020,Quinn Cook,UFA,"camp invite, kept on active roster",0,0,
2020,Quinndary Weatherspoon,RFA,two-way,0,0,
2020,Rajon Rondo,UFA,,2,7500000,spotrac
2020,Raul Neto,UFA,,1,1882867,spotrac
2020,Rayjon Tucker,UFA,camp invite,0,0,
2020,Reggie Jackson,UFA,,1,2331593,spotrac
2020,Robin Lopez,UFA,,1,7300000,spotrac
2020,Rodney Hood,UFA,,2,10047450,spotrac
2020,Rondae Hollis-Jefferson,UFA,camp invite,0,0,
2020,Ryan Anderson,UFA,,0,0,
2020,Ryan Broekhoff,UFA,camp invite,0,0,
2020,Serge Ibaka,UFA,,2,9258000,spotrac
2020,Shabazz Napier,UFA,,0,0,
2020,Shamorie Ponds,UFA,,0,0,
2020,Shaquille Harrison,UFA,,1,1678854,spotrac
2020,Sindarius Thornwell,UFA,,1,1678854,spotrac
2020,Skal Labissière,UFA,exhibit 10,0,0,
2020,Solomon Hill,UFA,,1,2174318,spotrac
2020,Stanton Kidd,UFA,"signed w/melbourne united, then ormanspor",0,0,
2020,Sterling Brown,UFA,,1,1678854,spotrac
2020,T.J. Leaf,UFA,,0,0,
2020,Tacko Fall,RFA,two-way,0,0,
2020,Taj Gibson,UFA,,0,0,
2020,Tariq Owens,UFA,,0,0,
2020,Thabo Sefolosha,UFA,,0,0,
2020,Theo Pinson,UFA,two-way,0,0,
2020,Thon Maker,UFA,"camp invite, kept on active roster",0,0,
2020,Tim Frazier,UFA,,0,0,
2020,Torrey Craig,UFA,,1,1678854,spotrac
2020,Tremont Waters,RFA,two-way,0,0,
2020,Treveon Graham,UFA,camp invite,0,0,
2020,Trey Burke,UFA,,3,3000000,spotrac
2020,Tristan Thompson,UFA,,2,9258000,spotrac
2020,Troy Daniels,UFA,,0,0,
2020,Tyler Cook,UFA,"camp invite, https://dunkingwithwolves.com/2020/11/30/minnesota-timberwolves-sign-forward-tyler-cook-training-camp-contract/",0,0,
2020,Tyler Johnson,UFA,,1,2028594,spotrac
2020,Tyler Zeller,UFA,,0,0,
2020,Tyrone Wallace,UFA,,0,0,
2020,Tyson Chandler,UFA,,0,0,
2020,Udonis Haslem,UFA,,1,2564753,spotrac
2020,Vic Law,UFA,signed w/brisbane bullets,0,0,
2020,Wayne Ellington,UFA,,1,2564753,spotrac
2020,Wenyen Gabriel,UFA,,2,1620564,spotrac
2020,Wes Iwundu,UFA,,2,1678854,spotrac
2020,Wesley Matthews,UFA,,1,3623000,spotrac
2020,William Howard,UFA,signed w/asvel,0,0,
2020,Willie Cauley-Stein,UFA,,2,4100000,spotrac
2020,Willy Hernangómez,UFA,,1,1737145,spotrac
2020,Wilson Chandler,UFA,signed w/zhejiang guangsha lions,0,0,
2020,Yogi Ferrell,UFA,camp invite,0,0,
2020,Yuta Watanabe,UFA,"exhibit 10, converted to two-way",0,0,
2020,Zach Norvell,UFA,camp invite,0,0,
2020,Zhaire Smith,UFA,camp invite,0,0,
2020,Zylan Cheatham,RFA,,3,1445697,spotrac
2021,Abdel Nader,UFA,,2,2000000,spotrac
2021,Adam Mokoka,UFA,,0,0,
2021,Al-Farouq Aminu,UFA,,0,0,
2021,Alec Burks,UFA,,3,9536000,spotrac
2021,Alen Smailagić,UFA,signed w/partizan,0,0,
2021,Alex Caruso,UFA,,4,8600000,spotrac
2021,Alex Len,UFA,,2,3732000,spotrac
2021,Alfonzo McKinnie,UFA,,0,0,
2021,Alize Johnson,UFA,,2,1729217,spotrac
2021,Amida Brimah,UFA,"waived from two-way, https://www.cbssports.com/fantasy/basketball/news/pacers-amida-brimah-waived-by-pacers/",0,0,
2021,Amir Coffey,RFA,two-way,0,0,
2021,Anderson Varejão,UFA,,0,0,
2021,Andre Drummond,UFA,,1,2401537,spotrac
2021,Andre Iguodala,UFA,,1,2641691,spotrac
2021,Andre Roberson,UFA,,0,0,
2021,Anthony Lamb,RFA,two-way,0,0,
2021,Anthony Tolliver,UFA,,0,0,
2021,Anžejs Pasečņiks,UFA,,0,0,
2021,Armoni Brooks,RFA,"exhibit 10, converted to two-way, converted to 4-year contract",0,0,
2021,Aron Baynes,UFA,,0,0,
2021,Ashton Hagans,UFA,exhibit 10,0,0,
2021,Austin Rivers,UFA,,1,2401537,spotrac
2021,Avery Bradley,UFA,exhibit 10,0,0,
2021,Axel Toupane,UFA,exhibit 10,0,0,
2021,Ben McLemore,UFA,,1,2389641,spotrac
2021,Bismack Biyombo,UFA,,0,0,
2021,Blake Griffin,UFA,,1,2641691,spotrac
2021,Boban Marjanović,UFA,,2,3500000,spotrac
2021,Bobby Portis,UFA,,2,4347600,spotrac
2021,Brad Wanamaker,UFA,"exhibit 10, kept on active roster",0,0,
2021,Brandon Goodwin,UFA,exhibit 10,0,0,
2021,Brian Bowen,UFA,exhibit 10,0,0,
2021,Brodric Thomas,RFA,two-way,0,0,
2021,Bruce Brown,RFA,,1,4736102,spotrac
2021,Bruno Caboclo,UFA,signed w/sao paulo,0,0,
2021,Bryn Forbes,UFA,,1,4500000,spotrac
2021,Caleb Martin,UFA,two-way,0,0,
2021,Cameron Oliver,UFA,exhibit 10,0,0,
2021,Cameron Payne,UFA,,3,6500000,spotrac
2021,Cameron Reynolds,UFA,signed w/aquila basket trento,0,0,
2021,Carmelo Anthony,UFA,,1,2641691,spotrac
2021,Carsen Edwards,UFA,,0,0,
2021,Cassius Stanley,UFA,exhibit 10,0,0,
2021,Cassius Winston,RFA,two-way,0,0,
2021,Chandler Hutchison,UFA,two-way,0,0,
2021,Charlie Brown Jr.,UFA,,0,0,
2021,Chasson Randle,UFA,exhibit 9,0,0,
2021,Chris Chiozza,UFA,two-way,0,0,
2021,Chris Paul,UFA,,4,30800000,spotrac
2021,Chris Silva,UFA,exhibit 10,0,0,
2021,Cody Zeller,UFA,,1,2389641,spotrac
2021,Cory Joseph,UFA,,2,4910000,spotrac
2021,Cristiano Felício,UFA,signed w/ratiopharm ulm,0,0,
2021,D.J. Wilson,UFA,exhibit 10,0,0,
2021,Dakota Mathias,UFA,,0,0,
2021,Damyean Dotson,UFA,exhibit 10,0,0,
2021,Daniel Oturu,UFA,exhibit 10,0,0,
2021,Daniel Theis,UFA,,4,8280351,spotrac
2021,Danny Green,UFA,,2,10000000,spotrac
2021,Dante Exum,UFA,https://rocketswire.usatoday.com/2021/09/20/rockets-list-minutes-played-net-rating-as-dante-exum-contract-incentives/,3,2500000,spotrac
2021,DaQuan Jeffries,UFA,exhibit 10,0,0,
2021,Darius Miller,UFA,,0,0,
2021,David Nwaba,UFA,,3,4650000,spotrac
2021,DeAndre Jordan,UFA,,1,2641691,spotrac
2021,DeAndre' Bembry,UFA,,1,1939350,spotrac
2021,Deividas Sirvydis,UFA,exhibit 10,0,0,
2021,DeMar DeRozan,UFA,,3,26000000,spotrac
2021,DeMarcus Cousins,UFA,,0,0,
2021,Dennis Schröder,UFA,,1,5890000,spotrac
2021,Dennis Smith Jr.,UFA,"exhibit 9, kept on active roster",0,0,
2021,Denzel Valentine,UFA,,2,1939350,spotrac
2021,Derrick Rose,UFA,,3,13445120,spotrac
2021,Devin Cannady,UFA,exhibit 10,0,0,
2021,Devon Dotson,RFA,two-way,0,0,
2021,Devontae Cacok,UFA,exhibit 10,0,0,
2021,Devonte' Graham,RFA,,4,11000000,spotrac
2021,Dewayne Dedmon,UFA,,1,2389641,spotrac
2021,Didi Louzada,RFA,,4,1786878,spotrac
2021,Donta Hall,UFA,signed w/as monaco,0,0,
2021,Doug McDermott,UFA,,3,13750000,spotrac
2021,Duncan Robinson,RFA,,5,15650000,spotrac
2021,Dwayne Bacon,UFA,exhibit 10,0,0,
2021,Dwight Howard,UFA,,1,2641691,spotrac
2021,E'Twaun Moore,UFA,,1,2641691,spotrac
2021,Ed Davis,UFA,"camp invite, kept on active roster, https://www.cleveland.com/cavs/2021/10/cleveland-cavaliers-sign-veteran-ed-davis-to-non-guaranteed-deal-add-swingman-justin-james-to-camp-roster.html",0,0,
2021,Edmond Sumner,UFA,,0,0,
2021,Elfrid Payton,UFA,,1,2239544,spotrac
2021,Elijah Bryant,UFA,exhibit 10,0,0,
2021,Enes Freedom,UFA,,1,2641691,spotrac
2021,Ersan İlyasova,UFA,,0,0,
2021,Evan Fournier,UFA,,4,17142857,spotrac
2021,Frank Jackson,RFA,,2,3000000,spotrac
2021,Frank Kaminsky,UFA,,1,2089448,spotrac
2021,Frank Mason III,UFA,exhibit 10,0,0,
2021,Frank Ntilikina,UFA,,2,1789256,spotrac
2021,Freddie Gillespie,UFA,,0,0,
2021,Furkan Korkmaz,UFA,,3,4629630,spotrac
2021,Gabe Vincent,RFA,,2,1669178,spotrac
2021,Garrett Temple,UFA,,3,4910000,spotrac
2021,Garrison Mathews,UFA,exhibit 10,0,0,
2021,Gary Clark,UFA,,0,0,
2021,Gary Payton II,UFA,,0,0,
2021,Gary Trent Jr.,RFA,,3,16000000,spotrac
2021,George Hill,UFA,,2,4000000,spotrac
2021,Georges Niang,UFA,,2,3300000,spotrac
2021,Glenn Robinson III,UFA,,0,0,
2021,Gorgui Dieng,UFA,,1,4000000,spotrac
2021,Grant Riller,UFA,two-way,0,0,
2021,Greg Whittington,UFA,signed w/lokomotiv kuban,0,0,
2021,Hamidou Diallo,RFA,,2,5200000,spotrac
2021,Harry Giles,UFA,exhibit 9,0,0,
2021,Hassan Whiteside,UFA,,1,2401537,spotrac
2021,Henry Ellenson,UFA,signed w/obradoiro,0,0,
2021,Ignas Brazdeikis,UFA,two-way,0,0,
2021,Iman Shumpert,UFA,,0,0,
2021,Isaac Bonga,UFA,"camp invite, kept on active roster, https://twitter.com/BlakeMurphyODC/status/1425580357252833284",0,0,
2021,Isaiah Hartenstein,UFA,"exhibit 9, kept on active roster",0,0,
2021,Isaiah Thomas,UFA,,0,0,
2021,Ish Smith,UFA,,2,4500000,spotrac
2021,Jabari Parker,UFA,,0,0,
2021,Jahlil Okafor,UFA,"exhibit 9, https://twitter.com/ShamsCharania/status/1438537666564435969",0,0,
2021,JaKarr Sampson,UFA,signed w/virtus bologna,0,0,
2021,Jalen Harris,UFA,signed w/vanoli cremona,0,0,
2021,Jalen Lecque,UFA,exhibit 10,0,0,
2021,James Ennis III,UFA,,0,0,
2021,James Johnson,UFA,,1,2641691,spotrac
2021,James Nunnally,UFA,signed w/maccabi tel aviv,0,0,
2021,JaMychal Green,UFA,,2,8200000,spotrac
2021,Jared Harper,UFA,exhibit 10,0,0,
2021,Jarred Vanderbilt,RFA,,3,4000000,spotrac
2021,Jarrell Brantley,RFA,,1,1669178,spotrac
2021,Jarrett Allen,RFA,,5,20000000,spotrac
2021,JaVale McGee,UFA,,1,5000000,spotrac
2021,Javonte Green,RFA,,2,1669178,spotrac
2021,Jaylen Adams,UFA,signed w/sydney kings,0,0,
2021,Jaylen Hoard,UFA,exhibit 10,0,0,
2021,Jeff Green,UFA,,2,4500000,spotrac
2021,Jeff Teague,UFA,,0,0,
2021,Jeremiah Martin,UFA,signed w/new zealand breakers,0,0,
2021,Jerome Robinson,UFA,,0,0,
2021,John Collins,RFA,,5,23000000,spotrac
2021,Jontay Porter,UFA,,0,0,
2021,Jordan Bell,UFA,exhibit 10,0,0,
2021,Jordan Bone,UFA,signed w/besiktas,0,0,
2021,Jordan McLaughlin,RFA,,3,2000000,spotrac
2021,Josh Hall,RFA,two-way,0,0,
2021,Josh Hart,RFA,,3,12000000,spotrac
2021,Justin Jackson,UFA,exhibit 10,0,0,
2021,Justin James,UFA,two-way,0,0,
2021,Justin Patton,UFA,signed w/hapoel eilat,0,0,
2021,Justin Robinson,UFA,two-way,0,0,
2021,Justise Winslow,UFA,,2,3902439,spotrac
2021,Juwan Morgan,UFA,exhibit 10,0,0,
2021,Karim Mané,UFA,,0,0,
2021,Kawhi Leonard,UFA,,4,39344900,spotrac
2021,Keita Bates-Diop,RFA,,2,1729217,spotrac
2021,Keljin Blevins,UFA,two-way,0,0,
2021,Kelly Olynyk,UFA,,3,12195122,spotrac
2021,Kelly Oubre Jr.,UFA,,2,12000000,spotrac
2021,Kemba Walker,UFA,,2,8729020,spotrac
2021,Kendrick Nunn,UFA,,2,5000000,spotrac
2021,Kent Bazemore,UFA,,1,2401537,spotrac
2021,Khem Birch,UFA,,3,6350000,spotrac
2021,Khyri Thomas,UFA,,0,0,
2021,Killian Tillie,RFA,two-way,0,0,
2021,Kostas Antetokounmpo,UFA,signed w/asvel,0,0,
2021,Kris Dunn,UFA,,0,0,
2021,Kyle Guy,UFA,exhibit 10,0,0,
2021,Kyle Lowry,UFA,,3,26984128,spotrac
2021,LaMarcus Aldridge,UFA,,1,2641691,spotrac
2021,Langston Galloway,UFA,exhibit 10,0,0,
2021,Lauri Markkanen,RFA,,4,15690909,spotrac
2021,Lonzo Ball,RFA,,4,18604651,spotrac
2021,Lou Williams,UFA,,1,5000000,spotrac
2021,Louis King,UFA,,0,0,
2021,Luka Šamanić,UFA,two-way,0,0,
2021,Luke Kornet,UFA,"exhibit 10, https://www.cbsnews.com/boston/news/luke-kornet-celtics-training-camp-exhibit-10-deal-nba/",0,0,
2021,Malik Fitts,UFA,exhibit 10,0,0,
2021,Malik Monk,UFA,,1,1789256,spotrac
2021,Mamadi Diakite,UFA,,0,0,
2021,Marc Gasol,UFA,,0,0,
2021,Markieff Morris,UFA,,1,2641691,spotrac
2021,Markus Howard,RFA,two-way,0,0,
2021,Marques Bolden,UFA,exhibit 10,0,0,
2021,Marquese Chriss,UFA,exhibit 9,0,0,
2021,Mason Jones,UFA,,0,0,
2021,Matt Thomas,UFA,"exhibit 9, kept on active roster",0,0,
2021,Matthew Dellavedova,UFA,signed w/melbourne united,0,0,
2021,Maurice Harkless,UFA,,2,4347600,spotrac
2021,Max Strus,RFA,,2,1669178,spotrac
2021,Meyers Leonard,UFA,,0,0,
2021,Mfiondu Kabengele,UFA,"exhibit 10, https://www.hoopsrumors.com/2021/10/rockets-claim-garrison-mathews-waive-anthony-lamb.html",0,0,
2021,Mike Conley,UFA,,3,21000000,spotrac
2021,Mike James,UFA,signed w/as monaco,0,0,
2021,Mike Muscala,UFA,,2,3500000,spotrac
2021,Mike Scott,UFA,,0,0,
2021,Moritz Wagner,UFA,,2,1729217,spotrac
2021,Mychal Mulder,UFA,,0,0,
2021,Nate Darling,UFA,exhibit 10,0,0,
2021,Nate Hinton,RFA,two-way,0,0,
2021,Nathan Knight,UFA,two-way,0,0,
2021,Nemanja Bjelica,UFA,,1,2089448,spotrac
2021,Nerlens Noel,UFA,,3,8800000,spotrac
2021,Nico Mannion,RFA,signed w/virtus bologna,0,0,
2021,Nicolas Batum,UFA,,2,3170029,spotrac
2021,Nicolò Melli,UFA,signed w/olimpia milano,0,0,
2021,Noah Vonleh,UFA,signed w/shanghai sharks,0,0,
2021,Norman Powell,UFA,,5,15517242,spotrac
2021,Norvel Pelle,UFA,,0,0,
2021,Otto Porter Jr.,UFA,,1,2389641,spotrac
2021,P.J. Tucker,UFA,,2,7000000,spotrac
2021,Patrick McCaw,UFA,,0,0,
2021,Patrick Patterson,UFA,"camp invite, https://twitter.com/wojespn/status/1436072519585390594",0,0,
2021,Patty Mills,UFA,,2,5890000,spotrac
2021,Paul Millsap,UFA,,1,2641691,spotrac
2021,Paul Watson,UFA,two-way,0,0,
2021,Quinn Cook,UFA,"camp invite, https://www.oregonlive.com/blazers/2021/09/portland-trail-blazers-sign-guard-quinn-cook-to-non-guaranteed-training-camp-deal-source.html",0,0,
2021,Quinndary Weatherspoon,UFA,exhibit 10,0,0,
2021,Rajon Rondo,UFA,,1,2641691,spotrac
2021,Raul Neto,UFA,,1,2089448,spotrac
2021,Ray Spalding,UFA,,0,0,
2021,Rayjon Tucker,RFA,two-way,0,0,
2021,Reggie Bullock,UFA,,3,9536000,spotrac
2021,Reggie Jackson,UFA,,2,10384500,spotrac
2021,Reggie Perry,UFA,exhibit 10,0,0,
2021,Richaun Holmes,UFA,,4,10384500,spotrac
2021,Robert Franks,UFA,signed w/brisbane bullets,0,0,
2021,Robin Lopez,UFA,,1,5000000,spotrac
2021,Rodions Kurucs,UFA,signed w/partizan,0,0,
2021,Rodney Hood,UFA,,1,2239544,spotrac
2021,Rodney McGruder,UFA,,1,1939350,spotrac
2021,Rondae Hollis-Jefferson,UFA,signed w/besiktas,0,0,
2021,Rudy Gay,UFA,,3,5890000,spotrac
2021,Ryan Arcidiacono,UFA,exhibit 10,0,0,
2021,Saben Lee,RFA,,3,1489065,spotrac
2021,Sean McDermott,UFA,exhibit 10,0,0,
2021,Sekou Doumbouya,UFA,two-way,0,0,
2021,Semi Ojeleye,UFA,,1,1789256,spotrac
2021,Shaquille Harrison,UFA,exhibit 10,0,0,
2021,Sindarius Thornwell,UFA,,0,0,
2021,Skylar Mays,RFA,two-way,0,0,
2021,Solomon Hill,UFA,,1,2389641,spotrac
2021,Spencer Dinwiddie,UFA,,3,17142857,spotrac
2021,Stanley Johnson,UFA,exhibit 9,0,0,
2021,Sterling Brown,UFA,,2,3000000,spotrac
2021,Svi Mykhailiuk,UFA,,2,1729217,spotrac
2021,T.J. Leaf,UFA,,0,0,
2021,T.J. McConnell,UFA,,4,7500000,spotrac
2021,Tacko Fall,UFA,"exhibit 10, converted to two-way",0,0,
2021,Taj Gibson,UFA,,2,4910000,spotrac
2021,Talen Horton-Tucker,RFA,,3,9500000,spotrac
2021,Terence Davis,RFA,,2,4000000,spotrac
2021,Terrance Ferguson,UFA,,0,0,
2021,Thanasis Antetokounmpo,UFA,,2,1729217,spotrac
2021,Theo Pinson,UFA,exhibit 10,0,0,
2021,Thon Maker,UFA,signed w/hapoel jerusalem,0,0,
2021,Tim Frazier,UFA,,0,0,
2021,Tim Hardaway Jr.,UFA,,4,21306816,spotrac
2021,Timothé Luwawu-Cabarrot,UFA,"camp invite, kept on active roster, https://www.nbcsports.com/philadelphia/sixers/atlanta-hawks-sign-timothe-luwawu-cabarrot-former-sixers-and-nets-wing",0,0,
2021,Tony Bradley,UFA,,2,1789256,spotrac
2021,Tony Snell,UFA,,1,2389641,spotrac
2021,Torrey Craig,UFA,,2,4878049,spotrac
2021,Tremont Waters,UFA,exhibit 10,0,0,
2021,Trent Forrest,RFA,two-way,0,0,
2021,Trevor Ariza,UFA,,1,2641691,spotrac
2021,Trey Lyles,UFA,,2,2500000,spotrac
2021,Ty-Shon Alexander,UFA,signed w/virtus bologna,0,0,
2021,Tyler Bey,UFA,exhibit 10,0,0,
2021,Tyler Cook,UFA,"exhibit 10, converted to two-way",0,0,
2021,Tyler Johnson,UFA,,0,0,
2021,Tyrell Terry,UFA,,0,0,
2021,Udonis Haslem,UFA,,1,2641691,spotrac
2021,Victor Oladipo,UFA,,1,2389641,spotrac
2021,Vincent Poirier,UFA,signed w/real madrid,0,0,
2021,Wayne Ellington,UFA,,1,2641691,spotrac
2021,Wenyen Gabriel,UFA,exhibit 10,0,0,
2021,Wes Iwundu,UFA,,0,0,
2021,Wesley Matthews,UFA,,0,0,
2021,Will Barton,UFA,,2,15625000,spotrac
2021,Will Magnay,UFA,signed w/tasmania jackjumpers,0,0,
2021,Willy Hernangómez,UFA,,3,2327220,spotrac
2021,Yogi Ferrell,UFA,signed w/panathinaikos,0,0,
2022,Aaron Henry,UFA,signed w/boulogne-levallois,0,0,
2022,Aaron Holiday,UFA,,1,1968175,spotrac
2022,Abdel Nader,UFA,,0,0,
2022,Ade Murkey,UFA,,0,0,
2022,Admiral Schofield,RFA,two-way,0,0,
2022,Ahmad Caver,UFA,signed w/bc wolves,0,0,
2022,Aleem Ford,UFA,signed w/leones de ponce,0,0,
2022,Alfonzo McKinnie,UFA,,0,0,
2022,Alize Johnson,UFA,exhibit 10,0,0,
2022,Amir Coffey,RFA,,3,3395062,spotrac
2022,Andre Drummond,UFA,,2,3200000,spotrac
2022,Andre Iguodala,UFA,,1,2905851,spotrac
2022,Anfernee Simons,RFA,,4,22321429,spotrac
2022,Anthony Gill,RFA,,2,1836090,spotrac
2022,Anthony Lamb,UFA,exhibit 10,0,0,
2022,Armoni Brooks,UFA,exhibit 10,0,0,
2022,Arnoldas Kulboka,UFA,signed w/promitheas patras,0,0,
2022,Austin Rivers,UFA,,1,2905851,spotrac
2022,Avery Bradley,UFA,,0,0,
2022,B.J. Johnson,UFA,signed w/real betis,0,0,
2022,Ben McLemore,UFA,,0,0,
2022,Bismack Biyombo,UFA,,1,2905851,spotrac
2022,Blake Griffin,UFA,,1,2905851,spotrac
2022,Bobby Portis,UFA,,4,10843350,spotrac
2022,Bol Bol,UFA,,2,2200000,spotrac
2022,Brad Wanamaker,UFA,,0,0,
2022,Bradley Beal,UFA,,5,43279250,spotrac
2022,Brandon Goodwin,UFA,,0,0,
2022,Brandon Knight,UFA,,0,0,
2022,Brandon Williams,UFA,,0,0,
2022,Brodric Thomas,RFA,exhibit 10,0,0,
2022,Bruce Brown,UFA,,2,6479000,spotrac
2022,Bruno Fernando,UFA,exhibit 10,0,0,
2022,Bryn Forbes,UFA,,1,2298385,spotrac
2022,C.J. Miles,UFA,,0,0,
2022,Caleb Martin,RFA,,3,6479000,spotrac
2022,Cameron McGriff,UFA,"signed w/capitanes de arecibo, then aek athens",0,0,
2022,Cameron Oliver,UFA,signed w/unicaja,0,0,
2022,Carlik Jones,UFA,exhibit 10,0,0,
2022,Carmelo Anthony,UFA,,0,0,
2022,Carsen Edwards,UFA,signed w/fenerbahce,0,0,
2022,Cassius Stanley,UFA,,0,0,
2022,Cassius Winston,UFA,signed w/bayern,0,0,
2022,Cat Barber,UFA,signed w/guelph nighthawks,0,0,
2022,Chandler Hutchison,UFA,,0,0,
2022,Charles Bassey,UFA,,0,0,
2022,Charlie Brown Jr.,UFA,,0,0,
2022,Chaundee Brown Jr.,UFA,,0,0,
2022,Cheick Diallo,UFA,signed w/cangrejeros de santurce,0,0,
2022,Chris Boucher,UFA,,3,12690000,spotrac
2022,Chris Chiozza,UFA,exhibit 10,0,0,
2022,Chris Silva,UFA,exhibit 10,0,0,
2022,CJ Elleby,UFA,exhibit 10,0,0,
2022,Cody Martin,RFA,,4,7000000,spotrac
2022,Cody Zeller,UFA,exhibit 9,0,0,
2022,Collin Sexton,RFA,,4,16500000,spotrac
2022,Craig Sword,UFA,exhibit 10,0,0,
2022,D.J. Augustin,UFA,,0,0,
2022,D.J. Wilson,UFA,,2,2133278,spotrac
2022,Dakota Mathias,UFA,exhibit 10,0,0,
2022,Damian Jones,UFA,,2,2298385,spotrac
2022,Damion Lee,UFA,,1,2133278,spotrac
2022,Damyean Dotson,UFA,signed w/gaziantep,0,0,
2022,Daniel Oturu,UFA,,0,0,
2022,Danilo Gallinari,UFA,,2,6479000,spotrac
2022,Danuel House Jr.,UFA,,2,4105000,spotrac
2022,DaQuan Jeffries,UFA,exhibit 10,0,0,
2022,Darren Collison,UFA,,0,0,
2022,David Duke Jr.,RFA,two-way,0,0,
2022,David Johnson,RFA,exhibit 10,0,0,
2022,David Nwaba,UFA,,0,0,
2022,Davon Reed,RFA,,2,1902133,spotrac
2022,Deandre Ayton,RFA,,4,30913750,spotrac
2022,DeAndre Jordan,UFA,,1,2905851,spotrac
2022,DeAndre' Bembry,UFA,,0,0,
2022,Deividas Sirvydis,UFA,exhibit 10,0,0,
2022,DeJon Jarreau,UFA,,0,0,
2022,Delon Wright,UFA,,2,7804878,spotrac
2022,DeMarcus Cousins,UFA,,0,0,
2022,Dennis Schröder,UFA,,1,2641682,spotrac
2022,Dennis Smith Jr.,UFA,"exhibit 9, kept on active roster",0,0,
2022,Denzel Valentine,UFA,exhibit 10,0,0,
2022,Derrick Favors,UFA,,0,0,
2022,Derrick Jones Jr.,UFA,,2,3200000,spotrac
2022,Derrick Walton,UFA,signed w/sydney kings,0,0,
2022,Devin Cannady,UFA,,0,0,
2022,Devon Dotson,UFA,exhibit 10,0,0,
2022,Devontae Cacok,UFA,exhibit 10,0,0,
2022,Dewayne Dedmon,UFA,,2,4700000,spotrac
2022,Didi Louzada,UFA,two-way,0,0,
2022,Donte DiVincenzo,UFA,,2,4500000,spotrac
2022,Drew Eubanks,UFA,,1,1968175,spotrac
2022,Duane Washington Jr.,UFA,two-way,0,0,
2022,Dwight Howard,UFA,,0,0,
2022,Ed Davis,UFA,,0,0,
2022,Elfrid Payton,UFA,,0,0,
2022,Elijah Hughes,UFA,exhibit 10,0,0,
2022,Emanuel Terry,UFA,signed w/seoul samsung thunders,0,0,
2022,Emmanuel Mudiay,UFA,,0,0,
2022,Enes Freedom,UFA,,0,0,
2022,Eric Bledsoe,UFA,,0,0,
2022,Eric Paschall,UFA,two-way,0,0,
2022,Eugene Omoruyi,UFA,two-way,0,0,
2022,Facundo Campazzo,UFA,,0,0,
2022,Frank Jackson,UFA,exhibit 10,0,0,
2022,Frank Kaminsky,UFA,,1,2463490,spotrac
2022,Freddie Gillespie,UFA,signed w/bayern,0,0,
2022,Gabe York,UFA,exhibit 10,0,0,
2022,Gabriel Deck,UFA,signed w/real madrid,0,0,
2022,Gabriel Lundberg,UFA,signed w/virtus bologna,0,0,
2022,Gary Clark,UFA,,0,0,
2022,Gary Harris,UFA,,2,13000000,spotrac
2022,Gary Payton II,UFA,,3,8300000,spotrac
2022,George King,UFA,signed w/illawarra,0,0,
2022,Georgios Kalaitzakis,UFA,signed w/panathinaikos,0,0,
